"ID","Name","Date","Maximum.Wind","dLat","dLong","angle","direction"
"EP061977","           FLORENCE",19770920,90,13.5,1.89999999999998,81.9887683871441,"North"
"EP071977","             GLENDA",19770924,35,17.1,-8.69999999999999,116.96571443287,"Northwest"
"EP081977","            HEATHER",19771004,75,12.6,-9.20000000000002,126.135376611589,"Northwest"
"EP011978","             ALETTA",19780530,65,4,-2.80000000000001,124.992020198559,"Northwest"
"EP021978","                BUD",19780617,50,5,-13.5,159.676863170337,"West"
"EP031978","           CARLOTTA",19780617,115,5.4,-29.5,169.626801903041,"West"
"EP041978","             DANIEL",19780626,100,2.8,-37.7,175.752409152327,"West"
"EP051978","             EMILIA",19780706,55,6.7,-14.2,154.740609480191,"Northwest"
"EP061978","               FICO",19780709,120,21.1,-71.6,163.58013756578,"West"
"EP071978","              GILMA",19780713,100,10.2,-28.7,160.434751502257,"West"
"EP081978","             HECTOR",19780722,120,10.1,-29.8,161.277135110521,"West"
"EP091978","                IVA",19780811,65,4.5,-12,159.443954780417,"West"
"EP101978","               JOHN",19780818,90,2.5,-46.7,176.93569910937,"West"
"EP111978","             KRISTY",19780818,90,10.8,-40.3,164.997814564488,"West"
"EP121978","               LANE",19780819,45,0.600000000000001,-23,178.505666408733,"West"
"EP131978","             MIRIAM",19780823,80,3,-53,176.760299703898,"West"
"EP141978","             NORMAN",19780830,120,21.7,-20,132.665493563335,"Northwest"
"EP151978","             OLIVIA",19780920,65,0.800000000000001,-1,141.34019174591,"Northwest"
"EP161978","               PAUL",19780923,40,11.9,-6.80000000000001,119.744881296942,"Northwest"
"EP171978","               ROSA",19781002,75,9.6,-9.30000000000001,134.090619550801,"Northwest"
"CP011978","              SUSAN",19781018,115,4.5,-12.8,160.630237965099,"West"
"EP181978","             SERGIO",19781018,35,10.1,-6.20000000000002,121.544157021076,"Northwest"
"EP011979","             ANDRES",19790531,85,8,-8.5,136.735704588928,"Northwest"
"EP021979","             BLANCA",19790621,45,3.8,-22.2,170.28674897506,"West"
"EP031979","             CARLOS",19790714,45,1.5,-9.5,171.027373385104,"West"
"EP041979","            DOLORES",19790717,105,16.8,-23.3,144.207263765521,"Northwest"
"EP051979","            ENRIQUE",19790817,125,10.1,-22,155.340574927789,"Northwest"
"EP061979","               FEFA",19790821,100,4.5,-21.5,168.178511659393,"West"
"EP071979","          GUILLERMO",19790908,65,5.6,-9.59999999999999,149.743562836471,"Northwest"
"EP081979","              HILDA",19791004,40,2.8,-14,168.69006752598,"West"
"EP091979","            IGNACIO",19791023,125,6.3,-6.5,135.895173710211,"Northwest"
"EP101979","             JIMENA",19791115,55,2.3,-11.6,168.785085315346,"West"
"EP011980","             AGATHA",19800609,100,9,-25,160.201123645475,"West"
"EP021980","               BLAS",19800616,50,3.9,-6.79999999999998,150.164460899738,"Northwest"
"EP031980","              CELIA",19800625,65,8.6,-18.5,155.067938825195,"Northwest"
"EP041980","              DARBY",19800701,45,1.2,-18,176.18592516571,"West"
"EP051980","            ESTELLE",19800712,40,1.6,-4.80000000000001,161.565051177078,"West"
"EP061980","              FRANK",19800718,45,5.4,-8.5,147.572445004228,"Northwest"
"EP071980","          GEORGETTE",19800728,65,5.8,-15.2,159.114198539307,"West"
"EP081980","             HOWARD",19800731,90,14.3,-17.3,140.423218596773,"Northwest"
"EP091980","               ISIS",19800805,85,6.9,-15.1,155.441796558417,"Northwest"
"EP101980","             JAVIER",19800822,100,11,-23.1,154.536654938128,"Northwest"
"EP111980","                KAY",19800916,120,13.6,-54,165.863938201853,"West"
"EP121980","             LESTER",19800921,35,1.3,-6.89999999999998,169.330217195503,"West"
"EP131980","           MADELINE",19801011,45,3.3,-2.80000000000001,130.314100160497,"Northwest"
"EP141980","             NEWTON",19801028,35,3.6,2.90000000000001,51.1466256596466,"Northeast"
"EP011981","             ADRIAN",19810530,40,4.6,7.69999999999999,30.854204505897,"Northeast"
"EP021981","            BEATRIZ",19810628,75,14.1,-18.1,142.081212244659,"Northwest"
"EP031981","             CALVIN",19810704,45,8.2,-7.90000000000003,133.93250031626,"Northwest"
"EP041981","               DORA",19810710,80,6.1,-22.9,165.084156558775,"West"
"EP051981","             EUGENE",19810716,45,3.9,-19.4,168.633282827512,"West"
"EP061981","           FERNANDA",19810806,90,12.3,-34.1,160.165432757538,"West"
"EP071981","               GREG",19810813,65,1.1,-35.8,178.240068867267,"West"
"EP081981","             HILARY",19810821,75,2.7,-22.5,173.157226587369,"West"
"EP091981","              IRWIN",19810827,45,7.7,-9.5,140.974323286481,"Northwest"
"EP101981","               JOVA",19810914,75,8.8,-35.1,165.925354540831,"West"
"EP111981","               KNUT",19810919,55,8.6,-1.40000000000001,99.2461127455633,"North"
"EP121981","              LIDIA",19811006,45,6.5,1,81.2538377374448,"North"
"EP131981","                MAX",19811007,45,3.8,-2.90000000000001,127.349349044641,"Northwest"
"EP141981","              NORMA",19811008,110,9.2,-2,102.264773727892,"North"
"EP151981","               OTIS",19811024,75,11.8,-7,120.677280021796,"Northwest"
"EP011982","             ALETTA",19820520,55,4.7,2.30000000000001,63.9246444160511,"Northeast"
"EP021982","                BUD",19820615,45,0.6,-5.40000000000001,173.65980825409,"West"
"EP031982","           CARLOTTA",19820701,50,8.4,-10.9,142.380636358841,"Northwest"
"EP041982","             DANIEL",19820707,100,11.2,-58,169.07051199782,"West"
"EP051982","             EMILIA",19820712,55,4.4,-14.9,163.548023316346,"West"
"EP061982","              FABIO",19820717,70,8,-27.4,163.72373705794,"West"
"EP071982","              GILMA",19820726,110,9.1,-42.2,167.831085670091,"West"
"EP081982","             HECTOR",19820729,65,9.6,-23.8,158.032756593187,"West"
"EP091982","                IVA",19820801,35,3.7,-25.7,171.807483967358,"West"
"EP101982","               JOHN",19820802,100,3.5,-37.7,174.695966674047,"West"
"EP111982","             KRISTY",19820808,80,8.4,-39.3,167.935115589475,"West"
"EP121982","               LANE",19820808,55,8.9,-29.6,163.265245526045,"West"
"EP131982","             MIRIAM",19820830,75,17,-41,157.479434397103,"Northwest"
"CP011982","              AKONI",19820830,45,2.5,-10.8,166.966643674086,"West"
"EP141982","             NORMAN",19820909,90,15.6,-7.90000000000001,116.858121662104,"Northwest"
"CP021982","                EMA",19820915,40,5.2,2.90000000000001,60.8519281542869,"Northeast"
"CP031982","               HANA",19820915,40,-1.3,-3.5,200.376435213836,"West"
"EP151982","             OLIVIA",19820918,125,19.7,-19.7,135,"Northwest"
"EP161982","               PAUL",19820918,95,14,-19,143.615648184164,"Northwest"
"EP171982","               ROSA",19820930,45,6.1,-10.2,149.118921303056,"Northwest"
"EP181982","             SERGIO",19821014,110,9.7,-41.8,166.935327268045,"West"
"EP191982","               TARA",19821019,45,11.6,-27,156.750206837325,"Northwest"
"CP041982","                IWA",19821119,80,17,14.9,48.7663879709668,"Northeast"
"EP011983","             ADOLPH",19830521,95,16.3,-14.5,131.655349681734,"Northwest"
"EP021983","            BARBARA",19830609,115,8.8,-24.5,160.242540278071,"West"
"EP031983","              COSME",19830702,35,7.1,-9.90000000000001,144.352979250093,"Northwest"
"EP041983","            DALILIA",19830705,60,7.4,-26.1,164.170646025503,"West"
"EP051983","              ERICK",19830712,55,9.1,-18.2,153.434948822922,"Northwest"
"EP061983","            FLOSSIE",19830717,50,2.5,-14.8,170.412166975181,"West"
"EP071983","                GIL",19830723,80,13,-72.5,169.834305120457,"West"
"EP081983","          HENRIETTE",19830727,115,15.7,-41.5,159.277705293241,"West"
"EP091983","             ISMAEL",19830808,85,16.1,-12.1,126.926795124175,"Northwest"
"EP101983","           JULIETTE",19830824,50,10.6,-18.4,150.054316559605,"Northwest"
"EP111983","               KIKO",19830831,125,13.1,-18.6,144.842922196792,"Northwest"
"EP121983","             LORENA",19830906,100,9.9,-25.8,159.007146626886,"West"
"EP131983","             MANUEL",19830912,100,18.4,-19.5,136.662471486756,"Northwest"
"EP141983","              NARDA",19830921,60,-0.4,-49.2,180.465809082765,"West"
"EP151983","             OCTAVE",19830927,45,12.2,1,85.3141001604973,"North"
"EP161983","          PRISCILLA",19830930,100,15.1,-11.9,128.240918873029,"Northwest"
"EP171983","            RAYMOND",19831008,125,9.6,-55.1,170.116640547849,"West"
"EP181983","              SONIA",19831009,40,-3.4,-21.8,188.864623388411,"West"
"EP191983","               TICO",19831011,115,15,-5.10000000000002,108.778033222446,"North"
"EP201983","              VELMA",19831101,35,0.6,-4.10000000000002,171.674349669573,"West"
"EP211983","             WINNIE",19831204,80,4.1,-1.20000000000002,106.313852426261,"North"
"EP011984","               ALMA",19840517,50,0.6,-21.5,178.401462907324,"West"
"EP021984","              BORIS",19840528,65,8.7,-21.4,157.876190012355,"West"
"EP031984","           CRISTINA",19840617,90,7.5,-19.3,158.763822019328,"West"
"EP041984","            DOUGLAS",19840625,125,10.4,-42.2,166.155594362684,"West"
"EP051984","              ELIDA",19840628,115,5.7,-14,157.846655262222,"West"
"EP061984","             FAUSTO",19840703,95,8.1,-13.9,149.769198530292,"Northwest"
"EP071984","          GENEVIEVE",19840707,100,13.8,-15.5,138.320605707623,"Northwest"
"EP081984","             HERNAN",19840727,45,1.1,-14.5,175.661733208572,"West"
"EP091984","             ISELLE",19840803,115,12.4,-27.8,155.961065734542,"Northwest"
"EP101984","              JULIO",19840815,55,5.2,-9.69999999999999,151.805020937538,"Northwest"
"CP011984","               KELI",19840816,100,7.8,-22.7,161.036646584425,"West"
"EP111984","              KENNA",19840816,50,-0.300000000000001,-13.4,181.28252708271,"West"
"EP121984","               LALA",19840823,45,4.3,-34.2,172.833748840288,"West"
"EP131984","             LOWELL",19840826,75,9.2,-15.8,149.788677614165,"Northwest"
"CP021984","               MOKE",19840904,45,3.2,1,72.6459753637387,"North"
"EP141984","              MARIE",19840905,80,13.7,-16.2,139.779499918805,"Northwest"
"EP151984","            NORBERT",19840914,115,8.6,2,76.9081069356532,"North"
"EP161984","              ODILE",19840917,90,4.7,-0.5,96.0724564072077,"North"
"EP171984","               POLO",19840926,100,11.6,-12.3,136.677639466153,"Northwest"
"EP181984","             RACHEL",19841007,55,4,-22.9,170.091962897242,"West"
"EP191984","              SIMON",19841031,55,2.6,-34.8,175.727219232391,"West"
"EP011985","             ANDRES",19850605,60,0.100000000000001,-27.1,179.788577418961,"West"
"EP021985","             BLANCA",19850606,105,7,-31,167.275644314578,"West"
"EP031985","             CARLOS",19850607,35,2.3,-1,113.498565675952,"Northwest"
"EP041985","            DOLORES",19850626,100,17.3,-35.1,153.762349713766,"Northwest"
"EP051985","            ENRIQUE",19850627,35,2.7,-33.6,175.405746668734,"West"
"EP061985","               FEFA",19850702,60,8.5,-10.9,142.052306007841,"Northwest"
"EP071985","          GUILLERMO",19850707,50,10.7,-24,155.971094000094,"Northwest"
"EP081985","              HILDA",19850718,35,4.4,-6.40000000000001,145.491477012332,"Northwest"
"EP101985","             JIMENA",19850720,115,11.6,-29.2,158.33404127671,"West"
"EP091985","            IGNACIO",19850721,115,1.1,-24.1,177.386653724691,"West"
"EP111985","              KEVIN",19850729,55,7.7,-31.1,166.093875414011,"West"
"EP121985","              LINDA",19850729,45,4.1,-35.9,173.484699448704,"West"
"EP131985","              MARTY",19850806,65,12.6,-21.4,149.511059500169,"Northwest"
"EP141985","               NORA",19850819,40,8,-16,153.434948822922,"Northwest"
"EP151985","               OLAF",19850822,75,13.1,-28.3,155.160698450694,"Northwest"
"EP161985","            PAULINE",19850827,75,12.2,-41.9,163.766053667262,"West"
"EP171985","               RICK",19850901,125,11.5,-38,163.162527374324,"West"
"EP181985","             SANDRA",19850905,110,6.1,-41.3,171.598171731409,"West"
"EP191985","              TERRY",19850915,100,16.8,-23.1,143.972626614896,"Northwest"
"EP201985","             VIVIAN",19850918,35,0.899999999999999,-2.20000000000002,157.750976342788,"West"
"EP211985","              WALDO",19851007,90,9.5,-1,96.0090059574945,"North"
"CP011985","               NELE",19851023,80,22.1,-10.3,114.988501121894,"Northwest"
"EP221985","               XINA",19851025,100,-2,-8.69999999999999,192.946509515637,"West"
"EP011986","             AGATHA",19860522,65,1.3,12,6.18293016594826,"East"
"EP021986","               BLAS",19860617,35,1.8,-7,165.579226872489,"West"
"EP031986","              CELIA",19860624,75,13.3,-18.2,143.841814560192,"Northwest"
"EP041986","              DARBY",19860703,35,6,-13.7,156.348686673358,"Northwest"
"EP051986","            ESTELLE",19860716,115,8.3,-51.2,170.791920469751,"West"
"EP061986","              FRANK",19860724,75,11.7,-49.6,166.727291448023,"West"
"EP071986","          GEORGETTE",19860803,35,-0.0999999999999996,-15.7,180.364936335731,"West"
"EP081986","             HOWARD",19860816,35,5.9,-10.9,151.574007756909,"Northwest"
"EP091986","               ISIS",19860819,45,5.7,-21.1,164.882832345413,"West"
"EP101986","             JAVIER",19860820,115,14.5,-40.2,160.165802605776,"West"
"EP111986","                KAY",19860828,40,1.9,-18.4,174.104482987631,"West"
"EP121986","             LESTER",19860913,45,4.7,-10.9,156.674649119024,"Northwest"
"EP131986","           MADELINE",19860915,60,7.8,-25.9,163.239889167607,"West"
"EP141986","             NEWTON",19860918,75,14.9,-15.2,135.571035373115,"Northwest"
"EP151986","             ORLENE",19860921,70,4.8,-6.30000000000001,142.696051722017,"Northwest"
"EP161986","              PAINE",19860928,85,15.7,-14.3,132.328135406727,"Northwest"
"EP171986","             ROSLYN",19861015,125,13.3,-13.3,135,"Northwest"
"EP011987","             ADRIAN",19870607,40,1.9,-2.30000000000001,140.440332031006,"Northwest"
"EP021987","            BEATRIZ",19870703,45,7.6,-13.9,151.331811608468,"Northwest"
"EP031987","             CALVIN",19870705,55,4.4,-20.4,167.828541791413,"West"
"EP041987","               DORA",19870715,50,6.4,-14.1,155.586668294975,"Northwest"
"EP051987","             EUGENE",19870722,85,11,-9.30000000000001,130.21300087905,"Northwest"
"EP061987","           FERNANDA",19870724,55,0.899999999999999,-29.5,178.252535193767,"West"
"EP071987","               GREG",19870728,70,9.8,-23,156.921778593959,"Northwest"
"EP081987","             HILARY",19870731,105,11.7,-31.5,159.623564786164,"West"
"EP091987","              IRWIN",19870803,55,7.1,-17.7,158.142801067294,"West"
"EP101987","               JOVA",19870813,90,0.4,-35.5,179.354441070865,"West"
"CP011987","                OKA",19870826,50,3.6,-15,166.504266719204,"West"
"EP111987","               KNUT",19870828,35,0,-10.3,180,"West"
"EP121987","              LIDIA",19870829,75,7.9,-15.8,153.434948822922,"Northwest"
"EP131987","                MAX",19870909,135,10.5,-23.4,155.833370157015,"Northwest"
"EP141987","              NORMA",19870914,65,8.8,-4.59999999999999,117.597295868644,"Northwest"
"EP151987","               OTIS",19870920,100,7.3,-19.2,159.18277924689,"West"
"CP021987","               PEKE",19870921,90,13,-6.30000000000001,115.855542188803,"Northwest"
"EP161987","              PILAR",19870930,35,2.4,0,90,"North"
"EP171987","              RAMON",19871005,120,9.8,-17.9,151.299910716864,"Northwest"
"EP181987","              SELMA",19871027,35,14.6,-1.60000000000002,96.2540327439166,"North"
"EP141988","            UNNAMED",19880615,30,0.9,-1,138.012787504183,"Northwest"
"EP011988","             ALETTA",19880616,60,2.7,-6.60000000000002,157.750976342788,"West"
"EP021988","                BUD",19880620,45,4.5,-8.10000000000002,150.945395900923,"Northwest"
"EP151988","            UNNAMED",19880702,25,3,-0.300000000000011,95.7105931374999,"North"
"EP031988","           CARLOTTA",19880708,65,7.7,-24.1,162.281211122548,"West"
"EP041988","             DANIEL",19880719,55,10.9,-23.5,155.116725168456,"Northwest"
"EP051988","             EMILIA",19880727,60,-0.6,-17,182.021364940356,"West"
"EP071988","              GILMA",19880728,45,6,-22.3,164.940726343406,"West"
"EP061988","              FABIO",19880728,120,6,-43,172.05652818941,"West"
"EP161988","            UNNAMED",19880728,25,2.5,-1.90000000000001,127.234833981575,"Northwest"
"EP081988","             HECTOR",19880730,125,7.8,-45.7,170.314184750086,"West"
"EP091988","                IVA",19880805,90,4.3,-26.9,170.918030427171,"West"
"EP171988","            UNNAMED",19880814,30,-1.4,0.0999999999999943,274.085616779975,"South"
"EP101988","               JOHN",19880816,35,5.1,-4.89999999999998,133.854237161825,"Northwest"
"EP181988","            UNNAMED",19880827,30,2.6,-0.0999999999999943,92.2025981617657,"North"
"CP011988","              ULEKI",19880828,110,19.4,-49.6,158.638089267691,"West"
"EP111988","             KRISTY",19880829,80,5.9,-15,158.528631676085,"West"
"EP191988","            UNNAMED",19880912,30,0.699999999999999,-2.80000000000001,165.963756532074,"West"
"CP021988","               WILA",19880921,35,5.2,-3.5,123.943587019752,"Northwest"
"EP121988","               LANE",19880921,90,10.8,-41.6,165.446427209287,"West"
"EP201988","            UNNAMED",19881011,30,-1.4,-6,193.134022306396,"West"
"EP131988","             MIRIAM",19881023,60,6.2,-31.5,168.865069362694,"West"
"EP011989","             ADOLPH",19890531,55,5.9,-17.6,161.467443469947,"West"
"EP021989","            BARBARA",19890615,70,4.8,-9.90000000000001,154.133643205906,"Northwest"
"EP031989","              COSME",19890618,75,12.7,-3.10000000000002,103.71734631836,"North"
"EP041989","            UNNAMED",19890709,30,2.8,-8.59999999999999,161.96571443287,"West"
"EP051989","            UNNAMED",19890709,30,2,-17.9,173.624679025192,"West"
"EP061989","            DALILIA",19890711,80,10.7,-54.7,168.931990561945,"West"
"EP071989","            UNNAMED",19890715,30,8.1,-21,158.907660494172,"West"
"EP081989","              ERICK",19890719,35,6.1,-17.7,160.984370591185,"West"
"EP091989","            FLOSSIE",19890723,35,10.3,-12.5,140.511477416021,"Northwest"
"EP101989","                GIL",19890730,75,12.8,-18.2,144.88140612035,"Northwest"
"EP121989","             ISMAEL",19890814,105,7,-41.6,170.448362541618,"West"
"EP111989","          HENRIETTE",19890815,45,6.5,-13,153.434948822922,"Northwest"
"EP131989","           JULIETTE",19890821,55,4.3,-6.5,146.513831184487,"Northwest"
"EP141989","               KIKO",19890825,105,-0.699999999999999,-6.09999999999999,186.546290783294,"West"
"EP151989","             LORENA",19890827,65,7,-26.1,164.98663420621,"West"
"EP161989","             MANUEL",19890828,40,5.6,-10.9,152.807647835696,"Northwest"
"EP171989","              NARDA",19890903,45,5.9,-22.8,165.491711356755,"West"
"EP181989","             OCTAVE",19890908,115,17.2,-18.3,136.774794318162,"Northwest"
"EP191989","          PRISCILLA",19890921,55,2.3,-14.6,171.047526665846,"West"
"EP211989","            RAYMOND",19890925,125,19.7,-9,114.55342308343,"Northwest"
"EP201989","            UNNAMED",19890925,30,-0.800000000000001,-1.59999999999997,206.565051177078,"Southwest"
"EP221989","            UNNAMED",19891003,30,1.2,-12.3,174.427802196036,"West"
"EP231989","            UNNAMED",19891014,20,0,0,270,"South"
"EP241989","            UNNAMED",19891016,30,1.6,-4.79999999999998,161.565051177078,"West"
"EP011990","               ALMA",19900512,75,4.7,-26.2,169.82992158128,"West"
"EP021990","              BORIS",19900602,80,13.7,-16.4,140.125770127521,"Northwest"
"EP031990","           CRISTINA",19900608,55,6,-14.5,157.520565602897,"West"
"EP041990","            DOUGLAS",19900619,55,7.4,-8.69999999999999,139.616352093551,"Northwest"
"EP051990","              ELIDA",19900626,70,6.7,-27.8,166.449714170864,"West"
"EP061990","            UNNAMED",19900629,30,8.8,-7.10000000000002,128.897220346344,"Northwest"
"EP071990","             FAUSTO",19900706,75,12.1,-23.7,152.953483017084,"Northwest"
"EP081990","          GENEVIEVE",19900710,90,16.1,-29.2,151.128982098927,"Northwest"
"EP091990","             HERNAN",19900719,135,14.2,-32,156.070745232549,"Northwest"
"EP101990","             ISELLE",19900720,105,15.4,-26,149.361414661813,"Northwest"
"EP111990","            UNNAMED",19900724,25,2,-2.5,141.34019174591,"Northwest"
"CP011990","                AKA",19900807,55,6.3,-42.3,171.528855366985,"West"
"EP121990","            UNNAMED",19900816,30,3.3,-14.6,167.263599795202,"West"
"EP131990","              JULIO",19900817,100,6,-38.8,171.209456817186,"West"
"EP141990","              KENNA",19900821,75,5.5,-26.2,168.144409932564,"West"
"EP151990","             LOWELL",19900823,65,5.9,-39.7,171.546880464811,"West"
"EP161990","              MARIE",19900907,120,4,-38.2,174.022226407639,"West"
"EP181990","            UNNAMED",19900909,30,5.8,-12.8,155.623531383325,"Northwest"
"EP171990","            NORBERT",19900910,70,10.7,-20,151.853218785878,"Northwest"
"EP191990","              ODILE",19900923,125,5.4,-26.1,168.310630824561,"West"
"EP211990","             RACHEL",19900927,55,15,-5.69999999999999,110.806791012711,"North"
"EP201990","               POLO",19900928,65,5.8,-6.40000000000001,137.815556684211,"Northwest"
"EP221990","              SIMON",19901009,60,7.4,-22.2,161.565051177078,"West"
"EP231990","              TRUDY",19901016,135,8.8,-25.3,160.820991974189,"West"
"EP241990","              VANCE",19901021,85,8.1,-16,153.149186706045,"Northwest"
"EP011991","             ANDRES",19910516,55,0.200000000000001,0.800000000000011,14.0362434679264,"East"
"EP021991","             BLANCA",19910614,55,4.3,-27.5,171.112985244457,"West"
"EP031991","             CARLOS",19910616,105,5.3,-40,172.452274226157,"West"
"EP041991","            DELORES",19910622,75,5.6,-10.2,151.232350661156,"Northwest"
"EP051991","            UNNAMED",19910628,30,3.6,-2.90000000000003,128.853374340354,"Northwest"
"EP061991","            ENRIQUE",19910715,65,7.3,-29,165.870819420535,"West"
"EP071991","               FEFA",19910729,105,8.5,-47.8,169.916819958403,"West"
"EP081991","          GUILLERMO",19910804,70,2.9,-35.2,175.290245694761,"West"
"EP091991","              HILDA",19910808,55,19.4,-19.7,135.439600935281,"Northwest"
"EP101991","            UNNAMED",19910912,30,3.3,-0.200000000000017,93.4682292589174,"North"
"EP111991","            IGNACIO",19910916,55,2,-0.600000000000023,106.699244233994,"North"
"EP121991","             JIMENA",19910920,115,12.4,-31.4,158.450715528806,"West"
"EP131991","              KEVIN",19910925,125,13.3,-51.3,165.46554491946,"West"
"EP141991","              LINDA",19911003,105,5.1,-21.3,166.534791905188,"West"
"EP151991","              MARTY",19911007,70,8.6,-30.6,164.302207482139,"West"
"EP161991","               NORA",19911107,90,11.3,-4.59999999999999,112.150237928351,"North"
"CP011992","              EKEKA",19920126,100,1.6,-59.4,178.45705242918,"West"
"CP021992","               HALI",19920328,45,1.9,-3.40000000000001,150.802513953936,"Northwest"
"EP011992","             AGATHA",19920601,60,6.3,-4.40000000000001,124.930937301111,"Northwest"
"EP021992","            UNNAMED",19920616,30,2.2,-3.09999999999999,144.637538112931,"Northwest"
"EP031992","               BLAS",19920622,35,0.200000000000001,-4.69999999999999,177.56335175319,"West"
"EP041992","              CELIA",19920622,125,8.8,-42.1,168.193673283678,"West"
"EP051992","              DARBY",19920702,105,16.6,-31.4,152.136274503576,"Northwest"
"EP061992","            ESTELLE",19920709,120,11.8,-22.2,152.007946955407,"Northwest"
"EP071992","              FRANK",19920713,125,12.8,-39.3,161.959583591364,"West"
"EP081992","          GEORGETTE",19920714,95,6.6,-62.3,173.952697930228,"West"
"EP091992","             HOWARD",19920726,55,1.9,-19,174.2894068625,"West"
"EP101992","               ISIS",19920728,55,8.1,-18.9,156.801409486352,"Northwest"
"EP111992","             JAVIER",19920730,70,-0.300000000000001,-55,180.312519334367,"West"
"EP121992","            UNNAMED",19920810,30,3.8,-10.1,159.381811876895,"West"
"EP131992","                KAY",19920818,45,-1.3,-27.2,182.736318990226,"West"
"EP141992","             LESTER",19920820,70,19.5,-1,92.9356734464212,"North"
"EP151992","           MADELINE",19920827,45,3.3,-17.5,169.321052803465,"West"
"EP161992","             NEWTON",19920827,45,3.8,-25.2,171.424767360165,"West"
"EP171992","             ORLENE",19920902,125,9.3,-52.7,169.992020198559,"West"
"EP181992","              INIKI",19920905,125,24.8,-25.1,135.34445945423,"Northwest"
"EP191992","              PAINE",19920911,65,-2,-9.19999999999999,192.264773727892,"West"
"EP201992","             ROSLYN",19920913,85,4.7,-35.5,172.458222255374,"West"
"EP211992","            SEYMOUR",19920917,75,6.1,-20.6,163.505108994938,"West"
"EP221992","               TINA",19920917,130,22.6,-44.5,153.075571406308,"Northwest"
"EP231992","             VIRGIL",19921001,115,7.1,-7.20000000000002,135.400663255792,"Northwest"
"EP241992","           WINIFRED",19921006,100,10.7,-5.39999999999998,116.778840406955,"Northwest"
"EP251992","             XAVIER",19921013,40,0.100000000000001,-5.90000000000001,179.028978068921,"West"
"EP261992","            YOLANDA",19921015,55,5.4,-34.6,171.129444143241,"West"
"EP271992","               ZEKE",19921025,45,7.2,-0.0999999999999943,90.7957235527392,"North"
"CP031992","            UNNAMED",19921122,30,-0.5,-2.70000000000002,190.491477012332,"West"
"EP011993","             ADRIAN",19930611,75,3.8,-3.70000000000002,134.23610153907,"Northwest"
"EP021993","            BEATRIZ",19930618,55,3.6,-2.60000000000002,125.837652954279,"Northwest"
"EP031993","            UNNAMED",19930627,30,10.6,-14.9,144.571595653757,"Northwest"
"EP041993","             CALVIN",19930704,95,10.6,-13.3,141.44541803626,"Northwest"
"EP051993","               DORA",19930714,115,6.3,-25.6,166.174595615404,"West"
"EP061993","             EUGENE",19930715,110,8.1,-47.2,170.262313996125,"West"
"CP011993","              KEONI",19930809,115,21.9,-50,156.34658124295,"Northwest"
"EP071993","           FERNANDA",19930809,125,16.5,-50,161.737110057806,"West"
"EP081993","               GREG",19930815,115,6.5,-38.6,170.441422898045,"West"
"EP091993","             HILARY",19930817,105,17.3,-17.9,135.976538035762,"Northwest"
"EP101993","              IRWIN",19930821,60,5.3,-5.10000000000002,133.898293884794,"Northwest"
"EP111993","               JOVA",19930829,115,7.9,-25.7,162.912938457277,"West"
"EP121993","            KENNETH",19930905,130,12.6,-31.7,158.323349771047,"West"
"EP131993","              LIDIA",19930908,130,19.9,-3.69999999999999,100.532711823142,"North"
"EP141993","            UNNAMED",19930921,30,0,-11.3,180,"West"
"EP151993","                MAX",19930930,40,3.4,-2.09999999999999,121.701429669506,"Northwest"
"EP161993","              NORMA",19931002,45,7.9,-7.30000000000001,132.739498088859,"Northwest"
"EP171993","            UNNAMED",19931011,30,6.5,-6,132.709389957361,"Northwest"
"EP011994","             ALETTA",19940618,45,5.7,-18.2,162.61013190297,"West"
"EP021994","                BUD",19940627,40,2.8,-10.9,165.593314843563,"West"
"EP031994","           CARLOTTA",19940628,90,9.2,-27.4,161.439677680215,"West"
"EP041994","             DANIEL",19940708,55,4.1,-32.4,172.787941136194,"West"
"EP051994","             EMILIA",19940716,140,12.8,-35.1,159.964484821769,"West"
"EP061994","              FABIO",19940719,40,3.7,-28.3,172.551282126178,"West"
"EP071994","              GILMA",19940721,140,7.5,-54.1,172.107268755986,"West"
"EP081994","                LI ",19940731,65,6.2,-64.6,174.517815690454,"West"
"EP091994","             HECTOR",19940807,55,6.1,-9.09999999999999,146.164880177549,"Northwest"
"CP011994","            UNNAMED",19940809,30,2.5,-19,172.50414236027,"West"
"EP111994","             ILEANA",19940810,65,12.5,-16,142.001267557495,"Northwest"
"EP101994","               JOHN",19940811,150,31.4,-73.2,156.782518692604,"Northwest"
"EP121994","            UNNAMED",19940812,30,9.2,-3.5,110.828555790207,"North"
"EP131994","             KRISTY",19940828,90,0.0999999999999996,-40.4,179.85817905322,"West"
"EP141994","               LANE",19940903,115,3.5,-34.3,174.173657970444,"West"
"CP021994","               MELE",19940906,35,2.8,-16.4,170.311213439633,"West"
"EP151994","             MIRIAM",19940915,40,1.4,-23.5,176.59066397951,"West"
"EP161994","             NORMAN",19940919,35,6.8,-7.19999999999999,136.636577041617,"Northwest"
"EP171994","             OLIVIA",19940922,130,9.6,-16.3,149.503741720033,"Northwest"
"EP181994","               PAUL",19940924,40,-0.6,5.90000000000001,354.193273094468,"East"
"EP191994","               ROSA",19941008,90,10.8,11.8,42.4664411116054,"Northeast"
"CP031994","               NONA",19941021,35,-0.600000000000001,-14.1,182.43664824681,"West"
"EP011995","            UNNAMED",19950521,30,1.1,-11.4,174.488522583979,"West"
